feat_1	feat_2	feat_3	feat_4	feat_5	feat_6	feat_7	feat_8	feat_9	feat_10	feat_11	feat_12	feat_13	feat_14	feat_15	feat_16	feat_17	feat_18	feat_19	feat_20	feat_21	feat_22	feat_23	feat_24	feat_25	feat_26	feat_27	feat_28	feat_29	feat_30	feat_31	feat_32	feat_33	feat_34	feat_35	feat_36	feat_37	feat_38	feat_39	feat_40	feat_41	feat_42	feat_43	feat_44	feat_45	feat_46	feat_47	feat_48	feat_49	feat_50	feat_51	feat_52	feat_53	feat_54	feat_55	feat_56	feat_57	feat_58	feat_59	feat_60	feat_61	feat_62	feat_63	feat_64	feat_65	feat_66	feat_67	feat_68	feat_69	feat_70	feat_71	feat_72	feat_73	feat_74	feat_75	feat_76	feat_77	feat_78	feat_79	feat_80	feat_81	feat_82	feat_83	feat_84	feat_85	feat_86	feat_87	feat_88	feat_89	feat_90	feat_91	feat_92	feat_93	target	id
0	0	0	0	0	0	0	4	3	0	1	0	0	1	0	0	0	4	0	0	0	0	0	4	5	0	0	0	0	0	0	0	1	0	0	6	0	0	0	2	1	0	0	0	0	0	0	5	0	0	0	0	1	2	1	0	0	0	34	0	0	14	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	1	0	0	2	0	Class_9	"58331"
2	0	0	1	0	0	0	2	0	0	2	2	0	3	0	1	5	1	1	4	1	2	1	2	1	0	1	0	1	0	2	6	2	0	1	2	1	8	7	3	0	1	0	0	1	0	0	6	2	47	0	0	1	0	3	0	1	0	0	1	2	0	0	1	0	0	10	1	1	10	5	4	0	0	3	1	0	1	2	1	0	3	0	0	5	6	4	0	1	0	0	0	0	Class_7	"47967"
0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_9	"57251"
2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	2	4	0	1	0	0	0	0	0	3	0	0	0	0	1	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	Class_6	"32686"
0	1	0	3	0	0	0	0	0	0	7	0	0	0	2	4	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	1	0	0	0	2	1	0	0	0	0	7	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	Class_6	"42068"
0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	19	0	0	0	0	0	Class_3	"22106"
0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	3	0	0	0	4	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	Class_2	"16479"
0	0	0	0	0	0	0	2	0	0	1	0	2	0	1	1	0	1	0	0	0	1	0	2	0	0	0	0	0	0	0	2	0	1	0	0	1	2	19	1	1	0	0	0	0	0	0	2	0	3	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Class_7	"45666"
1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	4	0	1	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	1	0	0	0	0	3	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	2	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Class_8	"49040"
0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	10	0	1	1	0	2	0	7	0	0	0	0	1	0	0	0	0	0	0	10	1	0	4	2	1	1	0	2	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	2	0	4	0	0	0	7	7	1	1	0	1	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_1	"99"
0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	1	1	0	0	0	Class_6	"42718"
0	1	8	4	0	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	1	0	0	2	5	6	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	5	0	0	2	0	0	1	0	13	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	1	3	0	0	0	0	Class_6	"44432"
0	0	0	0	0	0	0	8	1	0	0	0	4	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	4	1	1	0	11	0	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	4	0	1	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Class_9	"59712"
0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Class_3	"23923"
0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	4	0	0	0	2	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	3	0	1	0	3	0	2	0	0	9	0	1	0	0	0	0	0	7	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	0	5	0	Class_8	"56490"
0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_2	"11883"
0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	2	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	Class_9	"59775"
0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	2	0	6	0	4	5	1	0	0	0	0	0	0	14	1	1	1	0	0	0	5	0	0	0	2	0	0	2	0	0	1	0	4	0	0	0	0	0	12	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	Class_6	"33479"
0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	2	0	3	0	1	1	0	7	0	0	0	0	1	0	0	0	2	0	8	0	0	0	0	0	0	3	0	0	0	0	0	1	1	1	1	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	Class_7	"47024"
0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	3	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	3	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	Class_2	"11255"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_5	"30179"
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	9	0	0	2	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Class_5	"30907"
0	0	0	1	0	0	0	0	0	0	0	0	1	4	12	6	0	0	0	0	2	0	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	Class_4	"28010"
0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Class_6	"42977"
0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	1	0	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	Class_6	"42220"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_2	"14226"
1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	28	0	0	0	3	0	1	0	4	10	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	2	3	0	0	Class_8	"51634"
0	0	10	5	0	0	1	0	0	2	7	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_6	"42370"
0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	13	1	0	0	0	1	0	0	2	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	7	1	3	1	0	0	1	14	0	1	0	0	0	0	1	0	0	1	1	1	0	2	0	0	0	Class_8	"55207"
0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Class_9	"60857"
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	Class_4	"27385"
0	0	3	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	2	0	4	0	10	0	0	0	0	1	0	1	0	0	0	1	0	1	3	0	2	0	1	1	1	0	0	0	2	4	0	0	0	0	8	1	0	1	1	0	18	0	0	0	1	0	1	6	0	1	1	1	0	0	1	0	2	0	0	0	0	0	1	5	0	0	2	4	0	0	1	0	0	1	Class_6	"35327"
0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	1	0	1	4	0	0	1	2	0	0	3	0	1	0	0	2	1	0	3	1	0	0	0	0	0	0	2	0	0	0	0	19	7	2	0	0	0	0	1	0	10	0	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	3	0	Class_9	"61037"
0	0	2	0	0	0	0	2	0	0	0	0	0	3	0	1	0	7	0	0	0	4	0	1	1	2	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	0	0	6	0	0	1	0	0	10	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	Class_6	"45424"
0	0	0	0	0	0	0	0	2	12	0	1	1	5	1	2	1	0	1	1	0	1	0	5	10	1	0	0	0	0	0	12	2	0	0	2	0	1	1	1	0	2	0	0	1	0	1	5	0	5	0	0	2	3	1	1	2	0	0	0	0	5	0	12	0	2	14	2	0	2	1	1	1	1	2	4	0	1	0	0	1	0	0	0	0	15	3	5	0	0	0	0	0	Class_2	"10147"
0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	Class_4	"27864"
0	0	10	7	0	0	0	0	0	0	10	0	0	0	0	7	0	0	1	1	1	2	0	1	0	7	7	3	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	1	0	5	0	1	1	0	0	1	1	18	0	1	0	0	0	1	0	2	0	1	1	2	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	Class_6	"39731"
0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	3	0	3	0	0	1	3	0	14	0	1	6	0	1	0	9	0	0	0	10	0	4	1	1	5	0	1	1	2	1	2	0	2	0	0	0	8	0	6	0	6	9	3	0	24	1	3	0	1	3	0	12	1	12	2	0	0	0	2	0	1	0	0	0	5	1	0	1	0	0	0	1	1	1	0	0	0	0	Class_6	"41828"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_3	"21422"
0	0	3	1	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	8	3	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	6	1	0	1	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	Class_6	"43713"
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_5	"31065"
0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	3	0	0	0	1	0	3	0	3	4	0	0	0	3	0	0	2	0	2	1	0	1	0	0	0	0	1	0	2	0	0	21	0	1	0	0	1	0	1	1	0	1	0	0	0	0	2	0	1	0	2	3	5	2	0	2	1	3	0	0	11	0	3	0	0	0	0	0	1	0	0	1	2	0	1	0	1	0	Class_8	"52611"
0	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_2	"2823"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Class_5	"29844"
0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1	10	0	0	0	3	24	0	0	0	0	0	0	0	2	0	0	1	0	0	4	2	1	0	0	0	1	1	0	0	3	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	32	2	0	0	1	1	0	39	0	1	4	1	0	0	2	0	1	0	0	0	0	5	0	0	0	Class_8	"49721"
0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	1	0	0	0	0	0	6	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24	0	0	7	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	1	0	10	0	1	0	0	0	Class_3	"21051"
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Class_9	"60092"
0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	6	0	4	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	Class_6	"42481"
0	0	0	2	0	0	0	0	0	0	0	0	0	4	1	3	0	0	0	0	0	3	0	0	3	0	2	0	1	0	0	0	1	0	0	0	0	1	0	13	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	1	1	4	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	Class_3	"22385"
0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	17	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	Class_5	"28944"
0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	0	Class_2	"15726"
0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	Class_3	"22767"
2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	2	2	0	0	0	0	1	0	2	0	0	0	4	1	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	4	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Class_8	"54699"
0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	Class_1	"233"
0	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_2	"3489"
0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	8	0	0	0	0	0	Class_3	"26043"
0	2	0	1	0	0	4	0	0	2	3	0	2	1	0	5	0	5	0	4	0	5	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	17	0	1	2	0	0	3	0	1	0	0	0	2	0	0	0	3	3	0	0	23	0	1	0	0	0	0	0	2	0	0	1	6	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	2	3	0	4	6	0	0	Class_8	"50381"
0	0	1	6	0	0	0	0	3	0	15	0	0	1	0	0	1	0	0	0	3	0	0	11	0	2	11	0	0	0	0	1	0	0	5	0	0	1	0	0	0	0	0	0	1	5	0	0	0	0	0	3	0	1	0	0	1	8	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	5	0	2	0	0	0	5	0	0	0	0	0	1	0	0	0	1	0	0	0	Class_6	"35635"
0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_6	"43691"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_5	"30625"
3	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	Class_2	"9727"
0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Class_6	"34525"
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	2	0	0	0	0	0	0	Class_4	"28211"
0	1	13	5	0	0	0	2	0	0	8	0	0	0	0	1	0	0	0	0	1	2	0	3	0	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	10	0	0	1	0	0	0	1	12	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	Class_6	"43295"
1	0	0	0	0	0	0	0	0	0	0	1	0	1	28	7	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	Class_3	"23753"
0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	6	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	Class_3	"22708"
0	0	1	0	0	0	0	0	0	4	2	0	0	0	0	5	3	0	0	3	0	3	0	3	0	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	2	3	0	1	0	0	1	0	2	0	0	0	3	7	0	0	1	0	0	0	1	0	1	0	0	6	0	2	2	0	0	1	2	2	0	0	0	0	0	0	Class_6	"34324"
3	0	1	0	0	0	0	0	0	0	0	0	6	0	1	3	0	1	1	0	0	1	0	0	5	0	0	0	0	0	0	2	0	1	0	0	1	0	0	2	1	0	0	0	0	0	0	3	0	0	0	0	15	2	0	2	0	1	5	0	0	8	1	0	0	0	2	0	1	0	0	1	0	1	0	0	0	0	14	0	0	0	0	0	1	3	0	2	0	0	0	7	0	Class_9	"59726"
0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	Class_2	"12374"
